Run,Classifier,Parameters,is_fit,Acc,Precision,Recall,F1
26,SVC,"{'C': 0.0001, 'degree': 5, 'gamma': 'scale', 'kernel': 'linear', 'decision_function_shape': 'ovr'}",True,0.9197342662177259,0.6871385649523463,0.6741182664660441,0.6728602895519891
27,SVC,"{'C': 0.0001, 'degree': 5, 'gamma': 'scale', 'kernel': 'poly', 'decision_function_shape': 'ovo'}",True,0.5821590097893738,0.39196100091543185,0.25892893667465716,0.20038187847534578
28,SVC,"{'C': 0.0001, 'degree': 5, 'gamma': 'scale', 'kernel': 'poly', 'decision_function_shape': 'ovr'}",True,0.5821590097893738,0.39196100091543185,0.25892893667465716,0.20038187847534578
29,SVC,"{'C': 0.0001, 'degree': 5, 'gamma': 'scale', 'kernel': 'rbf', 'decision_function_shape': 'ovo'}",True,0.5743765209176263,0.14359413022940656,0.25,0.18232267061988292
30,SVC,"{'C': 0.0001, 'degree': 5, 'gamma': 'scale', 'kernel': 'rbf', 'decision_function_shape': 'ovr'}",True,0.5743765209176263,0.14359413022940656,0.25,0.18232267061988292
31,SVC,"{'C': 0.0001, 'degree': 5, 'gamma': 'auto', 'kernel': 'linear', 'decision_function_shape': 'ovo'}",True,0.9197342662177259,0.6871385649523463,0.6741182664660441,0.6728602895519891
32,SVC,"{'C': 0.0001, 'degree': 5, 'gamma': 'auto', 'kernel': 'linear', 'decision_function_shape': 'ovr'}",True,0.9197342662177259,0.6871385649523463,0.6741182664660441,0.6728602895519891
33,SVC,"{'C': 0.0001, 'degree': 5, 'gamma': 'auto', 'kernel': 'poly', 'decision_function_shape': 'ovo'}",True,0.5814875161908806,0.39250318916671423,0.2579549200897443,0.19855871395689606
34,SVC,"{'C': 0.0001, 'degree': 5, 'gamma': 'auto', 'kernel': 'poly', 'decision_function_shape': 'ovr'}",True,0.5814875161908806,0.39250318916671423,0.2579549200897443,0.19855871395689606
35,SVC,"{'C': 0.0001, 'degree': 5, 'gamma': 'auto', 'kernel': 'rbf', 'decision_function_shape': 'ovo'}",True,0.5743765209176263,0.14359413022940656,0.25,0.18232267061988292
36,SVC,"{'C': 0.0001, 'degree': 5, 'gamma': 'auto', 'kernel': 'rbf', 'decision_function_shape': 'ovr'}",True,0.5743765209176263,0.14359413022940656,0.25,0.18232267061988292
37,SVC,"{'C': 0.01, 'degree': 1, 'gamma': 'scale', 'kernel': 'linear', 'decision_function_shape': 'ovo'}",True,0.9550453369105529,0.7033154159889137,0.7168652265338307,0.7066185194785859
38,SVC,"{'C': 0.01, 'degree': 1, 'gamma': 'scale', 'kernel': 'linear', 'decision_function_shape': 'ovr'}",True,0.9550453369105529,0.7033154159889137,0.7168652265338307,0.7066185194785859
39,SVC,"{'C': 0.01, 'degree': 1, 'gamma': 'scale', 'kernel': 'poly', 'decision_function_shape': 'ovo'}",True,0.9216112539815529,0.6791169023613012,0.6947288494381584,0.6794266796201848
40,SVC,"{'C': 0.01, 'degree': 1, 'gamma': 'scale', 'kernel': 'poly', 'decision_function_shape': 'ovr'}",True,0.9216112539815529,0.6791169023613012,0.6947288494381584,0.6794266796201848
41,SVC,"{'C': 0.01, 'degree': 1, 'gamma': 'scale', 'kernel': 'rbf', 'decision_function_shape': 'ovo'}",True,0.9339258528196435,0.6861464459553243,0.7037361724928098,0.6891107935135485
42,SVC,"{'C': 0.01, 'degree': 1, 'gamma': 'scale', 'kernel': 'rbf', 'decision_function_shape': 'ovr'}",True,0.9339258528196435,0.6861464459553243,0.7037361724928098,0.6891107935135485
43,SVC,"{'C': 0.01, 'degree': 1, 'gamma': 'auto', 'kernel': 'linear', 'decision_function_shape': 'ovo'}",True,0.9550453369105529,0.7033154159889137,0.7168652265338307,0.7066185194785859
44,SVC,"{'C': 0.01, 'degree': 1, 'gamma': 'auto', 'kernel': 'linear', 'decision_function_shape': 'ovr'}",True,0.9550453369105529,0.7033154159889137,0.7168652265338307,0.7066185194785859
45,SVC,"{'C': 0.01, 'degree': 1, 'gamma': 'auto', 'kernel': 'poly', 'decision_function_shape': 'ovo'}",True,0.9215654501374784,0.6790667042337785,0.6946576733879494,0.6793759422768086
46,SVC,"{'C': 0.01, 'degree': 1, 'gamma': 'auto', 'kernel': 'poly', 'decision_function_shape': 'ovr'}",True,0.9215654501374784,0.6790667042337785,0.6946576733879494,0.6793759422768086
47,SVC,"{'C': 0.01, 'degree': 1, 'gamma': 'auto', 'kernel': 'rbf', 'decision_function_shape': 'ovo'}",True,0.9338647957750602,0.6860851044233744,0.7036530300564916,0.6890541670988133
48,SVC,"{'C': 0.01, 'degree': 1, 'gamma': 'auto', 'kernel': 'rbf', 'decision_function_shape': 'ovr'}",True,0.9338647957750602,0.6860851044233744,0.7036530300564916,0.6890541670988133
49,SVC,"{'C': 0.01, 'degree': 3, 'gamma': 'scale', 'kernel': 'linear', 'decision_function_shape': 'ovo'}",True,0.9550453369105529,0.7033154159889137,0.7168652265338307,0.7066185194785859
50,SVC,"{'C': 0.01, 'degree': 3, 'gamma': 'scale', 'kernel': 'linear', 'decision_function_shape': 'ovr'}",True,0.9550453369105529,0.7033154159889137,0.7168652265338307,0.7066185194785859
51,SVC,"{'C': 0.01, 'degree': 3, 'gamma': 'scale', 'kernel': 'poly', 'decision_function_shape': 'ovo'}",True,0.7093946535512196,0.40971698539596507,0.40340366731857247,0.3872445753684536
52,SVC,"{'C': 0.01, 'degree': 3, 'gamma': 'scale', 'kernel': 'poly', 'decision_function_shape': 'ovr'}",True,0.7093946535512196,0.40971698539596507,0.40340366731857247,0.3872445753684536
53,SVC,"{'C': 0.01, 'degree': 3, 'gamma': 'scale', 'kernel': 'rbf', 'decision_function_shape': 'ovo'}",True,0.9339258528196435,0.6861464459553243,0.7037361724928098,0.6891107935135485
54,SVC,"{'C': 0.01, 'degree': 3, 'gamma': 'scale', 'kernel': 'rbf', 'decision_function_shape': 'ovr'}",True,0.9339258528196435,0.6861464459553243,0.7037361724928098,0.6891107935135485
55,SVC,"{'C': 0.01, 'degree': 3, 'gamma': 'auto', 'kernel': 'linear', 'decision_function_shape': 'ovo'}",True,0.9550453369105529,0.7033154159889137,0.7168652265338307,0.7066185194785859
56,SVC,"{'C': 0.01, 'degree': 3, 'gamma': 'auto', 'kernel': 'linear', 'decision_function_shape': 'ovr'}",True,0.9550453369105529,0.7033154159889137,0.7168652265338307,0.7066185194785859
57,SVC,"{'C': 0.01, 'degree': 3, 'gamma': 'auto', 'kernel': 'poly', 'decision_function_shape': 'ovo'}",True,0.7082805854467329,0.40940410104601443,0.4018428287302459,0.386189130674033
58,SVC,"{'C': 0.01, 'degree': 3, 'gamma': 'auto', 'kernel': 'poly', 'decision_function_shape': 'ovr'}",True,0.7082805854467329,0.40940410104601443,0.4018428287302459,0.386189130674033
59,SVC,"{'C': 0.01, 'degree': 3, 'gamma': 'auto', 'kernel': 'rbf', 'decision_function_shape': 'ovo'}",True,0.9338647957750602,0.6860851044233744,0.7036530300564916,0.6890541670988133
60,SVC,"{'C': 0.01, 'degree': 3, 'gamma': 'auto', 'kernel': 'rbf', 'decision_function_shape': 'ovr'}",True,0.9338647957750602,0.6860851044233744,0.7036530300564916,0.6890541670988133
61,SVC,"{'C': 0.01, 'degree': 5, 'gamma': 'scale', 'kernel': 'linear', 'decision_function_shape': 'ovo'}",True,0.9550453369105529,0.7033154159889137,0.7168652265338307,0.7066185194785859
62,SVC,"{'C': 0.01, 'degree': 5, 'gamma': 'scale', 'kernel': 'linear', 'decision_function_shape': 'ovr'}",True,0.9550453369105529,0.7033154159889137,0.7168652265338307,0.7066185194785859
63,SVC,"{'C': 0.01, 'degree': 5, 'gamma': 'scale', 'kernel': 'poly', 'decision_function_shape': 'ovo'}",True,0.6754722772644148,0.4026403036275664,0.3652797811294451,0.35106263961942497
64,SVC,"{'C': 0.01, 'degree': 5, 'gamma': 'scale', 'kernel': 'poly', 'decision_function_shape': 'ovr'}",True,0.6754722772644148,0.4026403036275664,0.3652797811294451,0.35106263961942497
65,SVC,"{'C': 0.01, 'degree': 5, 'gamma': 'scale', 'kernel': 'rbf', 'decision_function_shape': 'ovo'}",True,0.9339258528196435,0.6861464459553243,0.7037361724928098,0.6891107935135485
66,SVC,"{'C': 0.01, 'degree': 5, 'gamma': 'scale', 'kernel': 'rbf', 'decision_function_shape': 'ovr'}",True,0.9339258528196435,0.6861464459553243,0.7037361724928098,0.6891107935135485
67,SVC,"{'C': 0.01, 'degree': 5, 'gamma': 'auto', 'kernel': 'linear', 'decision_function_shape': 'ovo'}",True,0.9550453369105529,0.7033154159889137,0.7168652265338307,0.7066185194785859
68,SVC,"{'C': 0.01, 'degree': 5, 'gamma': 'auto', 'kernel': 'linear', 'decision_function_shape': 'ovr'}",True,0.9550453369105529,0.7033154159889137,0.7168652265338307,0.7066185194785859
69,SVC,"{'C': 0.01, 'degree': 5, 'gamma': 'auto', 'kernel': 'poly', 'decision_function_shape': 'ovo'}",True,0.6763877720071136,0.4029388102479145,0.3659395146814471,0.35202683543630664
70,SVC,"{'C': 0.01, 'degree': 5, 'gamma': 'auto', 'kernel': 'poly', 'decision_function_shape': 'ovr'}",True,0.6763877720071136,0.4029388102479145,0.3659395146814471,0.35202683543630664
71,SVC,"{'C': 0.01, 'degree': 5, 'gamma': 'auto', 'kernel': 'rbf', 'decision_function_shape': 'ovo'}",True,0.9338647957750602,0.6860851044233744,0.7036530300564916,0.6890541670988133
72,SVC,"{'C': 0.01, 'degree': 5, 'gamma': 'auto', 'kernel': 'rbf', 'decision_function_shape': 'ovr'}",True,0.9338647957750602,0.6860851044233744,0.7036530300564916,0.6890541670988133
73,SVC,"{'C': 0.1, 'degree': 1, 'gamma': 'scale', 'kernel': 'linear', 'decision_function_shape': 'ovo'}",True,0.9836415065467735,0.7308806203158118,0.7368373225970508,0.7335189256796969
74,SVC,"{'C': 0.1, 'degree': 1, 'gamma': 'scale', 'kernel': 'linear', 'decision_function_shape': 'ovr'}",True,0.9836415065467735,0.7308806203158118,0.7368373225970508,0.7335189256796969
75,SVC,"{'C': 0.1, 'degree': 1, 'gamma': 'scale', 'kernel': 'poly', 'decision_function_shape': 'ovo'}",True,0.9541907944274556,0.7025532287757181,0.7163357086050397,0.7058886571804713
76,SVC,"{'C': 0.1, 'degree': 1, 'gamma': 'scale', 'kernel': 'poly', 'decision_function_shape': 'ovr'}",True,0.9541907944274556,0.7025532287757181,0.7163357086050397,0.7058886571804713
77,SVC,"{'C': 0.1, 'degree': 1, 'gamma': 'scale', 'kernel': 'rbf', 'decision_function_shape': 'ovo'}",True,0.9605388374415973,0.708296170939976,0.720736684342105,0.7116264298234607
78,SVC,"{'C': 0.1, 'degree': 1, 'gamma': 'scale', 'kernel': 'rbf', 'decision_function_shape': 'ovr'}",True,0.9605388374415973,0.708296170939976,0.720736684342105,0.7116264298234607
79,SVC,"{'C': 0.1, 'degree': 1, 'gamma': 'auto', 'kernel': 'linear', 'decision_function_shape': 'ovo'}",True,0.9836415065467735,0.7308806203158118,0.7368373225970508,0.7335189256796969
80,SVC,"{'C': 0.1, 'degree': 1, 'gamma': 'auto', 'kernel': 'linear', 'decision_function_shape': 'ovr'}",True,0.9836415065467735,0.7308806203158118,0.7368373225970508,0.7335189256796969
81,SVC,"{'C': 0.1, 'degree': 1, 'gamma': 'auto', 'kernel': 'poly', 'decision_function_shape': 'ovo'}",True,0.9540229207367628,0.7023873968711716,0.7161725207541567,0.7057171388725344
82,SVC,"{'C': 0.1, 'degree': 1, 'gamma': 'auto', 'kernel': 'poly', 'decision_function_shape': 'ovr'}",True,0.9540229207367628,0.7023873968711716,0.7161725207541567,0.7057171388725344
83,SVC,"{'C': 0.1, 'degree': 1, 'gamma': 'auto', 'kernel': 'rbf', 'decision_function_shape': 'ovo'}",True,0.9605540836564407,0.7082716177234524,0.7206981114729258,0.7116115011862595
84,SVC,"{'C': 0.1, 'degree': 1, 'gamma': 'auto', 'kernel': 'rbf', 'decision_function_shape': 'ovr'}",True,0.9605540836564407,0.7082716177234524,0.7206981114729258,0.7116115011862595
85,SVC,"{'C': 0.1, 'degree': 3, 'gamma': 'scale', 'kernel': 'linear', 'decision_function_shape': 'ovo'}",True,0.9836415065467735,0.7308806203158118,0.7368373225970508,0.7335189256796969
86,SVC,"{'C': 0.1, 'degree': 3, 'gamma': 'scale', 'kernel': 'linear', 'decision_function_shape': 'ovr'}",True,0.9836415065467735,0.7308806203158118,0.7368373225970508,0.7335189256796969
87,SVC,"{'C': 0.1, 'degree': 3, 'gamma': 'scale', 'kernel': 'poly', 'decision_function_shape': 'ovo'}",True,0.9298823994657084,0.6896603344397457,0.6933151045993183,0.6858531928988301
88,SVC,"{'C': 0.1, 'degree': 3, 'gamma': 'scale', 'kernel': 'poly', 'decision_function_shape': 'ovr'}",True,0.9298823994657084,0.6896603344397457,0.6933151045993183,0.6858531928988301
89,SVC,"{'C': 0.1, 'degree': 3, 'gamma': 'scale', 'kernel': 'rbf', 'decision_function_shape': 'ovo'}",True,0.9605388374415973,0.708296170939976,0.720736684342105,0.7116264298234607
90,SVC,"{'C': 0.1, 'degree': 3, 'gamma': 'scale', 'kernel': 'rbf', 'decision_function_shape': 'ovr'}",True,0.9605388374415973,0.708296170939976,0.720736684342105,0.7116264298234607
91,SVC,"{'C': 0.1, 'degree': 3, 'gamma': 'auto', 'kernel': 'linear', 'decision_function_shape': 'ovo'}",True,0.9836415065467735,0.7308806203158118,0.7368373225970508,0.7335189256796969
92,SVC,"{'C': 0.1, 'degree': 3, 'gamma': 'auto', 'kernel': 'linear', 'decision_function_shape': 'ovr'}",True,0.9836415065467735,0.7308806203158118,0.7368373225970508,0.7335189256796969
93,SVC,"{'C': 0.1, 'degree': 3, 'gamma': 'auto', 'kernel': 'poly', 'decision_function_shape': 'ovo'}",True,0.9324611159523715,0.6910007120361593,0.6955122385831158,0.6880512595807782
94,SVC,"{'C': 0.1, 'degree': 3, 'gamma': 'auto', 'kernel': 'poly', 'decision_function_shape': 'ovr'}",True,0.9324611159523715,0.6910007120361593,0.6955122385831158,0.6880512595807782
95,SVC,"{'C': 0.1, 'degree': 3, 'gamma': 'auto', 'kernel': 'rbf', 'decision_function_shape': 'ovo'}",True,0.9605540836564407,0.7082716177234524,0.7206981114729258,0.7116115011862595
96,SVC,"{'C': 0.1, 'degree': 3, 'gamma': 'auto', 'kernel': 'rbf', 'decision_function_shape': 'ovr'}",True,0.9605540836564407,0.7082716177234524,0.7206981114729258,0.7116115011862595
97,SVC,"{'C': 0.1, 'degree': 5, 'gamma': 'scale', 'kernel': 'linear', 'decision_function_shape': 'ovo'}",True,0.9836415065467735,0.7308806203158118,0.7368373225970508,0.7335189256796969
98,SVC,"{'C': 0.1, 'degree': 5, 'gamma': 'scale', 'kernel': 'linear', 'decision_function_shape': 'ovr'}",True,0.9836415065467735,0.7308806203158118,0.7368373225970508,0.7335189256796969
99,SVC,"{'C': 0.1, 'degree': 5, 'gamma': 'scale', 'kernel': 'poly', 'decision_function_shape': 'ovo'}",True,0.7024972275349178,0.4093263322628423,0.39504655854797777,0.38017605012039823
100,SVC,"{'C': 0.1, 'degree': 5, 'gamma': 'scale', 'kernel': 'poly', 'decision_function_shape': 'ovr'}",True,0.7024972275349178,0.4093263322628423,0.39504655854797777,0.38017605012039823
101,SVC,"{'C': 0.1, 'degree': 5, 'gamma': 'scale', 'kernel': 'rbf', 'decision_function_shape': 'ovo'}",True,0.9605388374415973,0.708296170939976,0.720736684342105,0.7116264298234607
102,SVC,"{'C': 0.1, 'degree': 5, 'gamma': 'scale', 'kernel': 'rbf', 'decision_function_shape': 'ovr'}",True,0.9605388374415973,0.708296170939976,0.720736684342105,0.7116264298234607
103,SVC,"{'C': 0.1, 'degree': 5, 'gamma': 'auto', 'kernel': 'linear', 'decision_function_shape': 'ovo'}",True,0.9836415065467735,0.7308806203158118,0.7368373225970508,0.7335189256796969
104,SVC,"{'C': 0.1, 'degree': 5, 'gamma': 'auto', 'kernel': 'linear', 'decision_function_shape': 'ovr'}",True,0.9836415065467735,0.7308806203158118,0.7368373225970508,0.7335189256796969
105,SVC,"{'C': 0.1, 'degree': 5, 'gamma': 'auto', 'kernel': 'poly', 'decision_function_shape': 'ovo'}",True,0.7024208357903957,0.40921017880658306,0.39472394077859957,0.3800983484789412
106,SVC,"{'C': 0.1, 'degree': 5, 'gamma': 'auto', 'kernel': 'poly', 'decision_function_shape': 'ovr'}",True,0.7024208357903957,0.40921017880658306,0.39472394077859957,0.3800983484789412
107,SVC,"{'C': 0.1, 'degree': 5, 'gamma': 'auto', 'kernel': 'rbf', 'decision_function_shape': 'ovo'}",True,0.9605540836564407,0.7082716177234524,0.7206981114729258,0.7116115011862595
108,SVC,"{'C': 0.1, 'degree': 5, 'gamma': 'auto', 'kernel': 'rbf', 'decision_function_shape': 'ovr'}",True,0.9605540836564407,0.7082716177234524,0.7206981114729258,0.7116115011862595
